s0101,s0103,s0303,s0306,s0309,s0407,s0501,s0504,s0601,s0804,s0805,s1303,s1402,s1503,s1505,s1508,s1606,s0104,s0508,s0605,s0606,s0705,s0709,s0809,s0904,s1101,s1108,s1109,s1301,s1404,s1405,s1701,s1706,s1803
0.626178047,0.442958225,0.599595871,0.892533221,0.985212803,0.645550752,0.190176627,0.968568494,1.012060472,0.482558413,0.743971485,0.579029938,0.827788877,0.59034942,1.029899471,0.980334482,0.679301947,0.978037916,0.746874405,0.943295257,0.597873149,0.999690342,0.842100316,0.245961665,0.873677827,0.594861751,0.589113988,0.678948843,0.991073776,0.754155,0.915248386,0.878562977,0.044002911,0.494158177
0.612911563,0.430081532,0.594135071,0.879709468,0.978724025,0.640838702,0.190176627,0.965978739,1.012060472,0.47605931,0.742506974,0.575966287,0.821517749,0.58854407,1.029899471,0.976994331,0.676262564,0.978037916,0.773465909,0.938407717,0.595481656,0.999690342,0.834993984,0.244761852,0.870477541,0.590922269,0.583002847,0.691759198,0.991073776,0.741131915,0.906960238,0.873620288,0.041164013,0.503050483
0.600971727,0.418492509,0.58758211,0.86560334,0.97331671,0.634948641,0.188655214,0.963388983,1.012060472,0.472809758,0.739577952,0.574434462,0.816500846,0.58854407,1.028380445,0.976994331,0.674742873,0.977348185,0.797745108,0.932298291,0.591894417,0.998523842,0.827887652,0.242362226,0.868877399,0.588295948,0.578113935,0.703288518,0.991073776,0.729292747,0.901040132,0.868677599,0.039744565,0.508131801
0.589031891,0.406903486,0.58430563,0.851497211,0.965746469,0.630236591,0.187133801,0.960799228,1.012060472,0.466310655,0.736648931,0.572902637,0.810229719,0.58673872,1.028380445,0.975324255,0.673223182,0.975968724,0.817399697,0.928632636,0.589502925,0.998523842,0.822557903,0.241162413,0.864076971,0.586982787,0.572002794,0.713536803,0.991073776,0.715085745,0.893936005,0.864970582,0.038325116,0.51194279
0.577092056,0.395314462,0.57993699,0.837391083,0.958176228,0.625524542,0.187133801,0.956914595,1.010585165,0.459811552,0.733719909,0.571370811,0.803958591,0.581322671,1.028380445,0.973654179,0.671703491,0.975278994,0.832429678,0.922523211,0.585915686,0.998523842,0.819004738,0.241162413,0.860876686,0.585669627,0.568336109,0.721223016,0.991073776,0.700878744,0.886831878,0.861263566,0.038325116,0.515753778
0.566478868,0.386300778,0.57666051,0.824567329,0.950605987,0.619634481,0.187133801,0.95432484,1.009109858,0.453312449,0.732255398,0.569838986,0.797687463,0.577711971,1.02686142,0.971984103,0.667144417,0.973209802,0.845147353,0.917635671,0.583524193,0.997357342,0.815451572,0.241162413,0.854476116,0.585669627,0.564669425,0.727628194,0.991073776,0.689039576,0.87972775,0.857556549,0.039744565,0.518294437
0.55719233,0.375999424,0.57447619,0.809178826,0.943035746,0.616100444,0.187133801,0.950440207,1.009109858,0.44518857,0.729326377,0.569838986,0.791416335,0.570490571,1.02686142,0.968643952,0.662585344,0.971830341,0.857865029,0.911526246,0.581132701,0.997357342,0.812786697,0.241162413,0.851275831,0.585669627,0.56100274,0.731471301,0.991073776,0.674832574,0.871439602,0.853849532,0.039744565,0.518294437
0.547905791,0.366985739,0.57338403,0.795072697,0.933302578,0.612566407,0.188655214,0.946555574,1.007634551,0.437064691,0.727861866,0.568307161,0.785145207,0.566879871,1.02686142,0.966973876,0.656506579,0.969071419,0.869426552,0.90541682,0.579936954,0.997357342,0.810121823,0.243562039,0.846475403,0.585669627,0.559780512,0.735314407,0.991073776,0.662993406,0.864335475,0.848906843,0.041164013,0.519564767
0.541272549,0.359259723,0.57229187,0.779684193,0.923569411,0.60903237,0.190176627,0.942670941,1.003208631,0.430565588,0.724932844,0.566775336,0.778874079,0.563269172,1.02686142,0.963633725,0.650427815,0.966312497,0.879831923,0.899307395,0.578741208,0.997357342,0.806568657,0.245961665,0.843275118,0.585669627,0.558558284,0.736595443,0.991073776,0.649970321,0.857231348,0.845199826,0.044002911,0.518294437
0.535965955,0.350246038,0.57229187,0.765578065,0.913836244,0.605498333,0.19169804,0.938786308,1.003208631,0.424066484,0.723468334,0.56524351,0.772602951,0.561463822,1.02686142,0.961963649,0.641309668,0.963553574,0.892549599,0.894419855,0.578741208,0.997357342,0.803015491,0.248361291,0.840074833,0.584356466,0.557336055,0.736595443,0.991073776,0.63576332,0.848943199,0.839021465,0.046841808,0.518294437
0.53198601,0.343807692,0.57119971,0.750189561,0.903021614,0.600786283,0.194740866,0.934901675,1.003208631,0.415942605,0.722003823,0.56217986,0.766331824,0.561463822,1.02686142,0.958623497,0.635230903,0.960104922,0.90295497,0.887088545,0.578741208,0.996190843,0.798574034,0.250760917,0.836874548,0.584356466,0.557336055,0.736595443,0.989833384,0.622740235,0.840655051,0.835314448,0.049680706,0.517024108
0.529332713,0.336081676,0.57119971,0.734801057,0.893288447,0.600786283,0.196262279,0.931017042,1.000258017,0.412693054,0.719074801,0.557584384,0.760060696,0.561463822,1.025342394,0.955283346,0.627632447,0.957346,0.912204188,0.882201004,0.581132701,0.996190843,0.793244285,0.254360356,0.833674263,0.584356466,0.557336055,0.735314407,0.989833384,0.60971715,0.832366902,0.831607431,0.052519603,0.515753778
0.526679416,0.32964333,0.569015389,0.720694929,0.882473817,0.599608271,0.197783692,0.925837531,1.000258017,0.407818726,0.71761029,0.554520734,0.755043793,0.563269172,1.025342394,0.951943194,0.620033992,0.953897347,0.921453407,0.874869694,0.58471994,0.996190843,0.787914536,0.257959795,0.832074121,0.584356466,0.558558284,0.730190265,0.989833384,0.597877982,0.822894733,0.827900415,0.05677795,0.515753778
0.525352768,0.324492653,0.566831069,0.7065888,0.871659187,0.598430259,0.200826518,0.919363143,0.998782711,0.404569175,0.714681269,0.552988909,0.748772666,0.563269172,1.023823368,0.948603043,0.612435536,0.951138425,0.930702626,0.868760269,0.590698671,0.996190843,0.782584787,0.262759047,0.828873835,0.584356466,0.558558284,0.725066123,0.987352598,0.584854898,0.814606584,0.824193398,0.061036296,0.519564767
0.525352768,0.319341976,0.563554589,0.692482672,0.860844557,0.598430259,0.205390757,0.912888754,0.997307404,0.401319623,0.713216758,0.549925258,0.742501538,0.561463822,1.023823368,0.945262891,0.60483708,0.949069233,0.93763954,0.860207074,0.596677403,0.996190843,0.775478455,0.268758112,0.824073408,0.584356466,0.559780512,0.718660945,0.986112206,0.57301573,0.802766373,0.820486381,0.066714091,0.527186744
0.525352768,0.315478968,0.559185949,0.677094168,0.850029927,0.598430259,0.208433583,0.906414366,0.995832097,0.399694847,0.710287736,0.549925258,0.737484635,0.561463822,1.022304342,0.940252664,0.597238624,0.947000041,0.948044911,0.851653878,0.606243373,0.996190843,0.767483832,0.274757177,0.817672838,0.585669627,0.559780512,0.710974732,0.986112206,0.559992645,0.793294203,0.816779364,0.073811334,0.539890039
0.524026119,0.31290363,0.554817309,0.662988039,0.84029676,0.598430259,0.212997822,0.8986451,0.99435679,0.398070071,0.707358715,0.548393433,0.732467733,0.557853122,1.020785316,0.936912512,0.589640168,0.94493085,0.959606434,0.843100683,0.615809343,0.997357342,0.759489209,0.280756242,0.81287241,0.586982787,0.56100274,0.704569554,0.98363142,0.548153477,0.783822033,0.813072347,0.080908578,0.556404322
0.522699471,0.310328291,0.550448668,0.647599536,0.829482129,0.598430259,0.217562061,0.889580956,0.992881483,0.398070071,0.704429693,0.548393433,0.726196605,0.556047772,1.020785316,0.931902285,0.582041713,0.944241119,0.972324109,0.833325602,0.628962553,0.996190843,0.750606294,0.289154933,0.808071982,0.586982787,0.56100274,0.699445412,0.982391027,0.535130392,0.773165843,0.810601003,0.089425271,0.574188935
0.520046174,0.309040622,0.544987868,0.633493407,0.818667499,0.599608271,0.2221263,0.879221935,0.991406177,0.398070071,0.701500672,0.546861608,0.721179703,0.552437072,1.019266291,0.926892057,0.575962948,0.942861658,0.98735409,0.823550522,0.640920016,0.996190843,0.740835088,0.296353811,0.801671412,0.588295948,0.562224968,0.69432127,0.982391027,0.523291224,0.762509652,0.805658314,0.099361412,0.595784537
0.517392877,0.309040622,0.538434908,0.619387279,0.810015795,0.600786283,0.228211952,0.870157791,0.98993087,0.399694847,0.69857165,0.546861608,0.716162801,0.552437072,1.017747265,0.920211754,0.568364492,0.941482197,1.00238407,0.812553557,0.652877479,0.996190843,0.73017559,0.304752502,0.7936707,0.588295948,0.562224968,0.690478163,0.979910242,0.512635973,0.751853461,0.800715625,0.110717002,0.614839479
0.513412932,0.309040622,0.531881948,0.60528115,0.800282628,0.600786283,0.234297604,0.85979877,0.988455563,0.402944399,0.694178118,0.546861608,0.711145898,0.552437072,1.017747265,0.915201527,0.563805419,0.939413005,1.018570203,0.801556591,0.664834942,0.996190843,0.719516093,0.316750632,0.787270129,0.588295948,0.562224968,0.687916092,0.979910242,0.499612888,0.740013249,0.795772936,0.120653143,0.633894422
0.508106339,0.310328291,0.525328987,0.592457397,0.790549461,0.601964296,0.238861843,0.848144871,0.986980256,0.406193951,0.691249096,0.546861608,0.707383222,0.556047772,1.016228239,0.9101913,0.559246345,0.935964353,1.033600183,0.791781511,0.675596658,0.996190843,0.708856595,0.329948575,0.780869559,0.586982787,0.56100274,0.686635056,0.978669849,0.490141554,0.728173037,0.789594574,0.136267079,0.651679035
0.502799745,0.31290363,0.518776027,0.578351268,0.780816294,0.606676345,0.244947495,0.835196094,0.984029643,0.411068278,0.685391053,0.548393433,0.703620545,0.559658472,1.014709213,0.903510996,0.554687272,0.935274622,1.048630163,0.77956266,0.685162629,0.996190843,0.697308806,0.341946705,0.774468989,0.586982787,0.56100274,0.685354021,0.976189064,0.479486303,0.715148804,0.784651885,0.150461566,0.66565266
0.496166503,0.315478968,0.512223066,0.56680989,0.77216459,0.607854357,0.25255456,0.823542195,0.982554336,0.41431783,0.68099752,0.551457083,0.701112094,0.565074521,1.014709213,0.898500769,0.55164789,0.93320543,1.063660144,0.76734381,0.694728599,0.995024343,0.6875376,0.356344461,0.769668561,0.588295948,0.559780512,0.68279195,0.974948671,0.470014968,0.699756528,0.780944869,0.167494951,0.678355955
0.488206613,0.319341976,0.505670106,0.553986137,0.762431423,0.60903237,0.260161625,0.810593419,0.981079029,0.422441709,0.676603988,0.556052559,0.697349417,0.572295921,1.013190188,0.891820466,0.548608507,0.9325157,1.077533971,0.756346844,0.704294569,0.995024343,0.676878102,0.37194203,0.764868134,0.588295948,0.559780512,0.68279195,0.973708278,0.460543634,0.685548274,0.77600218,0.187367234,0.687248261
0.481573371,0.321917315,0.499117146,0.542444759,0.752698256,0.611388394,0.270811517,0.797644642,0.979603722,0.428940812,0.670745945,0.563711685,0.693586741,0.577711971,1.013190188,0.885140163,0.545569125,0.931136239,1.093720104,0.742906109,0.71386054,0.995024343,0.668883479,0.389939225,0.760067706,0.589609108,0.559780512,0.68279195,0.971227493,0.4510723,0.670155998,0.772295163,0.211497862,0.694870238
0.47361348,0.325780322,0.492564185,0.530903382,0.742965089,0.612566407,0.281461408,0.783400988,0.978128415,0.435439915,0.666352412,0.572902637,0.692332515,0.583128021,1.011671162,0.87845986,0.541010051,0.930446508,1.10643778,0.729465373,0.724622256,0.993857843,0.661777147,0.410336046,0.753667136,0.590922269,0.558558284,0.684072985,0.9699871,0.443968799,0.654763723,0.768588146,0.232789593,0.702492215
0.466980238,0.32964333,0.487103385,0.521926754,0.732150458,0.612566407,0.293632712,0.769157333,0.976653108,0.443563794,0.66195888,0.583625413,0.688569838,0.58854407,1.010152136,0.871779557,0.53949036,0.929756778,1.120311608,0.714802753,0.734188227,0.991524843,0.656447398,0.433132493,0.745666423,0.59223543,0.559780512,0.687916092,0.967506315,0.435681381,0.638187426,0.763645457,0.252661876,0.707573533
0.460346996,0.333506338,0.481642585,0.512950127,0.721335828,0.613744419,0.307325429,0.754913679,0.975177802,0.450062897,0.656100837,0.59434819,0.687315613,0.59576547,1.010152136,0.863429178,0.534931287,0.929756778,1.133029283,0.701362017,0.74614569,0.989191844,0.652005941,0.45592894,0.737665711,0.59354859,0.559780512,0.691759198,0.963785137,0.42857788,0.621611129,0.758702768,0.275373055,0.713925181
0.453713754,0.339944684,0.476181785,0.5039735,0.711602661,0.613744419,0.324060972,0.740670025,0.973702495,0.456562,0.653171815,0.606602792,0.684807162,0.602986869,1.00863311,0.853408723,0.533411596,0.929067047,1.146903111,0.686699397,0.756907407,0.989191844,0.647564483,0.481125013,0.729664998,0.596174911,0.56100274,0.698164376,0.961304351,0.422658296,0.60266679,0.753760079,0.300923133,0.719006499
0.449733809,0.346383031,0.471813144,0.496279248,0.700788031,0.614922431,0.342317928,0.72642637,0.972227188,0.463061104,0.648778283,0.617325568,0.681044485,0.610208269,1.007114085,0.845058344,0.531891905,0.928377317,1.158464635,0.672036776,0.767669123,0.986858844,0.644011317,0.505121273,0.718464,0.598801233,0.563447196,0.704569554,0.957583173,0.416738712,0.584906472,0.747581718,0.32647321,0.724087817
0.445753864,0.350246038,0.465260184,0.489867371,0.691054864,0.614922431,0.36361771,0.713477594,0.970751881,0.467935431,0.647313772,0.624984695,0.678536034,0.617429669,1.005595059,0.83503789,0.528852522,0.928377317,1.172338463,0.657374156,0.777235094,0.986858844,0.63956986,0.530317346,0.708863145,0.601427554,0.565891653,0.712255767,0.953861995,0.412003045,0.567146154,0.738932012,0.34918439,0.727898805
0.445753864,0.356684385,0.461983704,0.48217312,0.679158771,0.616100444,0.384917493,0.69923394,0.967801268,0.474434534,0.64438475,0.632643821,0.673519131,0.630067118,1.004076033,0.826687511,0.528852522,0.926997855,1.187368443,0.64148965,0.786801064,0.986858844,0.63335182,0.554313606,0.69926229,0.604053875,0.569558337,0.721223016,0.948900424,0.406083461,0.547017794,0.730282306,0.373315018,0.730439464
0.445753864,0.363122731,0.458707224,0.475761243,0.667262678,0.617278456,0.407738688,0.684990285,0.967801268,0.479308862,0.64292024,0.640302947,0.668502229,0.639093868,1.002557007,0.818337132,0.528852522,0.925618394,1.201242271,0.625605144,0.795171288,0.985692344,0.626245488,0.577110053,0.689661435,0.607993357,0.572002794,0.728909229,0.945179246,0.401347794,0.528073454,0.7216326,0.403123442,0.731709794
0.447080512,0.368273408,0.455430744,0.470631742,0.655366585,0.617278456,0.430559883,0.670746631,0.964850654,0.482558413,0.639991218,0.646430248,0.662231101,0.648120617,1.001037981,0.808316677,0.528852522,0.924238933,1.213959946,0.609720639,0.803541512,0.985692344,0.617362573,0.5999065,0.678460437,0.611932839,0.576891706,0.737876478,0.942698461,0.398979961,0.507945094,0.71051155,0.435770763,0.731709794
0.451060457,0.374711754,0.454338584,0.46550224,0.641307565,0.619634481,0.448816839,0.655208099,0.963375347,0.487432741,0.638526707,0.651025723,0.655959973,0.655342017,0.999518956,0.799966298,0.530372213,0.922169742,1.226677622,0.595058018,0.81071599,0.984525844,0.607591367,0.621503134,0.672059867,0.61455916,0.581780619,0.746843727,0.938977282,0.396612127,0.489000755,0.700626172,0.465579186,0.731709794
0.453713754,0.381150101,0.452154263,0.461655114,0.628330009,0.620812493,0.467073795,0.642259322,0.960424734,0.493931844,0.637062197,0.657153024,0.64843462,0.664368766,0.99799993,0.791615919,0.531891905,0.920790281,1.239395298,0.579173513,0.817890468,0.983359345,0.596931869,0.644299581,0.664059154,0.618498642,0.586669532,0.755810976,0.935256104,0.394244293,0.468872395,0.691976466,0.499645956,0.730439464
0.460346996,0.388876116,0.452154263,0.456525613,0.615352453,0.621990505,0.480766512,0.628015668,0.95747412,0.503680499,0.635597686,0.663280325,0.63714659,0.673395516,0.996480904,0.78326554,0.533411596,0.918721089,1.253269126,0.565732777,0.822673453,0.982192845,0.58538408,0.665896215,0.657658584,0.623751284,0.591558445,0.767340296,0.930294534,0.393060377,0.448744034,0.68332676,0.535132175,0.729169135
0.464326941,0.396602132,0.452154263,0.451396112,0.601293434,0.625524542,0.491416404,0.615066891,0.955998813,0.515053929,0.632668664,0.667875801,0.628367011,0.680616916,0.994961878,0.776585237,0.536450978,0.915962167,1.265986801,0.552292042,0.828652184,0.982192845,0.573836291,0.688692662,0.651258014,0.629003926,0.596447357,0.778869616,0.926573355,0.390692543,0.428615674,0.674677054,0.570618393,0.729169135
0.468306887,0.404328147,0.453246423,0.447548986,0.587234415,0.627880567,0.502066295,0.600823237,0.953048199,0.52642736,0.631204153,0.670939451,0.619587432,0.687838315,0.993442853,0.766564783,0.537970669,0.913892975,1.282172934,0.540073191,0.835826662,0.981026345,0.562288502,0.711489109,0.646457586,0.634256569,0.603780727,0.791679972,0.92409257,0.390692543,0.409671335,0.667263021,0.604685163,0.731709794
0.470960183,0.412054163,0.454338584,0.44370186,0.572093933,0.630236591,0.512716186,0.589169338,0.950097586,0.541050342,0.629739643,0.670939451,0.609553627,0.695059715,0.990404801,0.758214404,0.53949036,0.911134053,1.300671371,0.526632456,0.841805394,0.979859845,0.550740713,0.735485368,0.643257301,0.638196051,0.611114096,0.805771363,0.920371392,0.390692543,0.389542974,0.658613315,0.640171381,0.736791112
0.472286832,0.421067848,0.455430744,0.438572359,0.555871988,0.633770628,0.52488749,0.574925684,0.947146972,0.5572981,0.62534611,0.670939451,0.600774048,0.702281114,0.990404801,0.749864025,0.53949036,0.908375131,1.318013656,0.514413605,0.846588379,0.979859845,0.537416341,0.758281815,0.640057016,0.642135532,0.618447465,0.819862754,0.915409821,0.39187646,0.371782656,0.651199281,0.677077048,0.744413089
0.474940129,0.430081532,0.457615064,0.436007608,0.540731505,0.637304665,0.538580207,0.563271785,0.942721052,0.575170634,0.622417089,0.670939451,0.590740244,0.709502514,0.988885775,0.741513646,0.541010051,0.906305939,1.338824398,0.504638525,0.85256711,0.978693345,0.52498026,0.779878449,0.636856731,0.646075014,0.625780834,0.836516216,0.91044825,0.393060377,0.35520636,0.643785248,0.712563267,0.755846054
0.474940129,0.437807548,0.460891544,0.433442857,0.525591023,0.640838702,0.550751511,0.54902813,0.939770438,0.589793616,0.619488067,0.670939451,0.581960665,0.716723914,0.985847724,0.734833343,0.541010051,0.903547017,1.357322835,0.496085329,0.858545842,0.977526846,0.514320763,0.802674896,0.635256588,0.651327657,0.634336431,0.851888643,0.904246287,0.394244293,0.339814084,0.63389987,0.749468934,0.768549349
0.47361348,0.448108902,0.465260184,0.432160482,0.510450541,0.643194727,0.562922815,0.537374231,0.936819825,0.606041374,0.618023556,0.670939451,0.573181086,0.723945313,0.984328698,0.726482964,0.542529743,0.899408634,1.376977425,0.488754019,0.862133081,0.977526846,0.504549556,0.825471343,0.635256588,0.655267138,0.641669801,0.865980034,0.898044323,0.396612127,0.326789851,0.625250164,0.783535704,0.781252644
0.47361348,0.457122587,0.469628824,0.429595731,0.496391522,0.645550752,0.576615532,0.524425455,0.932393904,0.620664356,0.613630024,0.670939451,0.564401507,0.729361363,0.982809672,0.718132585,0.545569125,0.895959981,1.397788167,0.482644594,0.86572032,0.977526846,0.495666642,0.84826779,0.635256588,0.65920662,0.64900317,0.882633496,0.891842359,0.397796044,0.314949639,0.616600458,0.816183025,0.79268561
0.472286832,0.466136272,0.476181785,0.429595731,0.48125104,0.646728764,0.591829663,0.512771556,0.926492677,0.635287339,0.612165513,0.674003102,0.555621928,0.734777413,0.981290646,0.709782206,0.548608507,0.892511328,1.418598909,0.477757054,0.868111812,0.977526846,0.489448601,0.871064237,0.638456873,0.663146102,0.656336539,0.895443851,0.884400003,0.400163877,0.303109427,0.607950752,0.848830346,0.802848246
0.470960183,0.475149956,0.482734745,0.429595731,0.466110558,0.647906776,0.60552238,0.501117657,0.92059145,0.651535097,0.609236491,0.677066752,0.548096574,0.741998812,0.978252595,0.703101903,0.553167581,0.888372945,1.438253498,0.474091398,0.869307559,0.977526846,0.483230561,0.89626031,0.640057016,0.667085584,0.66244768,0.908254207,0.876957647,0.402531711,0.294821278,0.600536719,0.881477667,0.811740552
0.468306887,0.484163641,0.490379865,0.428313356,0.450970076,0.647906776,0.62073651,0.489463758,0.916165529,0.666158079,0.60630747,0.680130403,0.539316995,0.747414862,0.976733569,0.6964216,0.559246345,0.8828551,1.457908088,0.470425743,0.870503305,0.977526846,0.478789104,0.923856009,0.643257301,0.672338226,0.667336593,0.919783527,0.868274898,0.406083461,0.288901172,0.594358357,0.912705539,0.8180922
0.464326941,0.491889657,0.500209306,0.429595731,0.436911056,0.649084789,0.637472053,0.479104736,0.910264302,0.682405837,0.603378448,0.683194053,0.531791642,0.752830912,0.975214543,0.691411373,0.566844801,0.877337256,1.477562678,0.467981973,0.872894797,0.977526846,0.477012521,0.951451708,0.644857443,0.678904029,0.672225505,0.930031811,0.860832542,0.409635212,0.282981066,0.586944324,0.94535286,0.823173518
0.461673644,0.499615672,0.510038746,0.429595731,0.4239335,0.649084789,0.655729009,0.467450837,0.904363075,0.698653595,0.601913937,0.686257704,0.524266288,0.756441612,0.973695518,0.684731069,0.572923566,0.871819412,1.496061115,0.466760088,0.874090544,0.977526846,0.475235938,0.98024722,0.648057728,0.684156671,0.67589219,0.940280096,0.852149793,0.412003045,0.278244982,0.582001635,0.97941963,0.826984506
0.456367051,0.506054019,0.520960347,0.430878107,0.412037407,0.650262801,0.677028791,0.455796938,0.898461848,0.716526129,0.600449427,0.687789529,0.517995161,0.760052312,0.970657466,0.676380691,0.580522022,0.866301567,1.514559552,0.465538203,0.876482036,0.977526846,0.474347646,1.009042732,0.649657871,0.688096153,0.680781103,0.951809416,0.843467044,0.415554796,0.274692918,0.577058946,1.014905848,0.829525165
0.452387106,0.511204696,0.530789787,0.430878107,0.399059851,0.651440813,0.695285748,0.444143039,0.89256062,0.732773887,0.600449427,0.689321354,0.512978258,0.763663011,0.96913844,0.669700387,0.592679551,0.860783723,1.534214142,0.464316318,0.878873529,0.976360346,0.473459355,1.04023787,0.649657871,0.693348796,0.684447787,0.963338736,0.834784295,0.417922629,0.272324876,0.574587601,1.051811516,0.832065824
0.44840716,0.516355373,0.541711388,0.432160482,0.388245221,0.653796838,0.715064117,0.433784018,0.885184086,0.749021645,0.600449427,0.687789529,0.507961356,0.765468361,0.967619415,0.663020084,0.603317389,0.855265879,1.552712579,0.463094433,0.881265022,0.975193846,0.473459355,1.070233195,0.649657871,0.697288277,0.688114472,0.976149091,0.827341938,0.420290463,0.269956833,0.572116257,1.090136631,0.833336154
0.445753864,0.518930711,0.551540829,0.433442857,0.377430591,0.65497485,0.733321073,0.423424997,0.876332245,0.762019851,0.601913937,0.686257704,0.504198679,0.769079061,0.964581363,0.654669705,0.615474918,0.849058304,1.573523321,0.461872548,0.88485226,0.974027346,0.472571063,1.101428333,0.648057728,0.70385408,0.691781156,0.990240482,0.821139975,0.423842213,0.268772812,0.569644912,1.129881196,0.834606483
0.445753864,0.522793719,0.563554589,0.434725233,0.365534498,0.658508887,0.750056616,0.413065975,0.868955711,0.775018058,0.604842959,0.686257704,0.501690228,0.769079061,0.963062337,0.646319326,0.63067183,0.842850729,1.594334063,0.461872548,0.888439499,0.972860846,0.471682772,1.131423658,0.644857443,0.710419883,0.696670069,1.003050838,0.814938011,0.426210047,0.267588791,0.569644912,1.169625761,0.834606483
0.447080512,0.525369058,0.57666051,0.436007608,0.357964257,0.6596869,0.766792159,0.404001832,0.861579177,0.784766712,0.609236491,0.684725879,0.500436003,0.770884411,0.961543311,0.637968948,0.642829359,0.836643154,1.615144805,0.460650663,0.890830992,0.971694346,0.47079448,1.161418983,0.641657158,0.716985686,0.700336754,1.015861193,0.809976441,0.42857788,0.267588791,0.569644912,1.212209223,0.834606483
0.449733809,0.529232065,0.589766431,0.437289983,0.349312553,0.662042924,0.780484876,0.39364281,0.854202643,0.796140143,0.613630024,0.683194053,0.499181777,0.772689761,0.95850526,0.629618569,0.659545962,0.830435579,1.635955547,0.460650663,0.893222484,0.970527847,0.469017897,1.192614121,0.638456873,0.72486465,0.706447895,1.028671549,0.80501487,0.432129631,0.265220748,0.569644912,1.256212134,0.834606483
0.456367051,0.531807404,0.605056671,0.439854734,0.341742311,0.663220936,0.795699006,0.385873544,0.845350802,0.807513574,0.618023556,0.684725879,0.496673326,0.772689761,0.956986234,0.62126819,0.673223182,0.824917734,1.657922441,0.460650663,0.896809723,0.968194847,0.467241314,1.225009072,0.632056303,0.734056774,0.713781264,1.038919833,0.800053299,0.434497464,0.262852706,0.572116257,1.298795596,0.833336154
0.464326941,0.533095073,0.620346912,0.44370186,0.33417207,0.665576961,0.813955963,0.378104278,0.837974268,0.82051178,0.623881599,0.686257704,0.4954191,0.774495111,0.953948183,0.614587887,0.688420094,0.81871016,1.681045488,0.460650663,0.899201216,0.967028347,0.46457644,1.258603836,0.627255875,0.744562059,0.721114633,1.047887082,0.795091728,0.438049215,0.260484664,0.574587601,1.341379058,0.830795495
0.472286832,0.535670412,0.637821473,0.446266611,0.328764755,0.666754973,0.832212919,0.370335012,0.829122427,0.831885211,0.631204153,0.689321354,0.492910649,0.774495111,0.952429157,0.606237508,0.703617005,0.813192315,1.703012382,0.459428778,0.901592709,0.964695348,0.462799857,1.293398413,0.620855305,0.755067344,0.72967023,1.056854331,0.790130157,0.441600965,0.2569326,0.578294618,1.382543072,0.828254836
0.481573371,0.536958081,0.655296034,0.448831361,0.322275977,0.67028901,0.850469875,0.365155502,0.821745893,0.844883417,0.637062197,0.69391683,0.489147973,0.772689761,0.949391105,0.60122728,0.717294226,0.808364201,1.724979276,0.459428778,0.905179947,0.963528848,0.459246691,1.32819299,0.612854593,0.764259468,0.738225828,1.064540544,0.783928194,0.445152716,0.253380536,0.582001635,1.423707085,0.825714177
0.490859909,0.540821089,0.671678435,0.450113737,0.316868662,0.672645035,0.870248244,0.358681113,0.812894053,0.856256848,0.64292024,0.698512306,0.485385296,0.770884411,0.946353054,0.596217053,0.730971446,0.804225818,1.748102323,0.458206893,0.909962933,0.963528848,0.457470108,1.36418738,0.606454022,0.774764753,0.745559197,1.073507793,0.778966623,0.448704466,0.251012494,0.588179996,1.466290547,0.820632859
0.4988198,0.543396427,0.689152996,0.452678487,0.311461347,0.677357084,0.893069439,0.353501603,0.804042212,0.867630278,0.647313772,0.703107781,0.480368394,0.769079061,0.941795977,0.58953675,0.743128975,0.800777165,1.773537674,0.458206893,0.915941664,0.961195848,0.453916942,1.397782144,0.596853167,0.787896359,0.754114794,1.082475042,0.774005052,0.453440133,0.248644452,0.593122685,1.504615663,0.8180922
0.50677969,0.548547104,0.704443236,0.452678487,0.306054032,0.683247146,0.915890635,0.348322092,0.795190371,0.879003709,0.653171815,0.706171432,0.475351491,0.769079061,0.937238899,0.584526523,0.758325887,0.798018243,1.798973025,0.458206893,0.924311888,0.961195848,0.452140359,1.431376908,0.590452597,0.798401643,0.761448163,1.096566433,0.769043481,0.456991884,0.245092388,0.596829702,1.542940779,0.814281211
0.510759635,0.55627312,0.719733477,0.453960863,0.302809643,0.687959195,0.940233243,0.345732337,0.78633853,0.89037714,0.656100837,0.712298733,0.470334589,0.769079061,0.934200848,0.581186371,0.770483416,0.795259321,1.823252224,0.459428778,0.93029062,0.958862848,0.451252068,1.466171485,0.584052027,0.810220089,0.770003761,1.110657824,0.765322303,0.461727551,0.245092388,0.600536719,1.581265895,0.810470223
0.516066229,0.565286805,0.735023718,0.455243238,0.298483791,0.693849257,0.961533025,0.341847704,0.776011382,0.900125794,0.659029858,0.716894208,0.465317687,0.769079061,0.928124745,0.576176144,0.787200019,0.792500399,1.849843728,0.460650663,0.938660844,0.957696349,0.449475485,1.497366623,0.579251599,0.820725374,0.77733713,1.124749215,0.762841517,0.465279301,0.246276409,0.603008063,1.618171562,0.809199893
